"ID";"Heure";"Valeur"
1066046;11;0,690898167617903
1066046;12;0,85791528987684
1066046;13;0,495043556623611
1066046;14;0,841093421447882
1066046;15;0,825473115049564
1066046;16;1,32051667167318
1066046;17;1,7374586963052
1066046;18;2,89215980775008
1066046;19;1,2700510663863
1066046;20;1,17392610393512
1066046;21;1,17392610393512
1066046;22;1,00330429558426
1066046;23;0,874737158305798
1066085;0;0
1066085;1;0,0131598624196202
1066085;2;0
1066085;3;0
1066085;4;0,0131598624196202
1066085;5;0
1066085;6;1,43921040825482
1066085;7;2,58770749214895
1066085;8;3,86301779572304
1066085;9;0,0131598624196202
1066085;10;0,00957080903245102
1066085;11;1,01091670405264
1066085;12;2,41304022730671
1066085;13;5,30342455510692
1066085;14;3,83550171975475
1066085;15;3,28876925377598
1066085;16;0,173470913713175
1066085;17;0,00957080903245102
1066085;18;0
1066085;19;0,0131598624196202
1066085;20;0
1066085;21;0,0131598624196202
1066085;22;0
1066085;23;0
1067082;0;2,37859504960417
1067082;1;1,0846778234292
1067082;2;1,00290610281591
1067082;3;1,42860006012627
1067082;4;0,440124260947991
1067082;5;2,11403948291412
1067082;6;1,80619300531115
1067082;7;0,536326285198918
1067082;8;1,95530614290009
1067082;9;0,423288906704079
1067082;10;0,762401042188596
1067082;11;0,216454554564586
1067082;12;0,170758593045395
1067082;13;0,0481010121254635
1067082;14;0,108227277282293
1067082;15;0,0721515181881952
1067082;16;0,170758593045395
1067082;17;0,440124260947991
1067082;18;1,80619300531115
1067082;19;1,04379196312256
1067082;20;1,87834452349935
1067082;21;1,67151017135986
1067082;22;1,73644653772923
1067082;23;0,70467982763804
1068351;0;0,193190340482976
1068351;1;0,140392980350982
1068351;2;0,452377381130943
1068351;3;0,715164241787911
1068351;4;0,506374681265937
1068351;5;0,87715614219289
1068351;6;1,5743212839358
1068351;7;1,86710664466777
1068351;8;1,96310184490775
1068351;9;1,88030598470077
1068351;10;2,3734813259337
1068351;11;2,29668516574171
1068351;12;1,69911504424779
1068351;13;1,54192290385481
1068351;14;1,22153892305385
1068351;15;1,00434978251087
1068351;16;1,04394780260987
1068351;17;0,874756262186891
1068351;18;0,369581520923954
1068351;19;0,415179241037948
1068351;20;0,275986200689965
1068351;21;0,275986200689965
1068351;22;0,244787760611969
1068351;23;0,193190340482976
1071135;0;0,514277171475557
1071135;1;0,590820750485872
1071135;2;0,597996711018089
1071135;3;0,682912243982658
1071135;4;0,617132605770668
1071135;5;0,807295559874421
1071135;6;1,10031394827328
1071135;7;3,57004036477799
1071135;8;0,913738974435641
1071135;9;0,863507250710121
1071135;10;1,21512931678876
1071135;11;0,808491553296457
1071135;12;1,05965017192405
1071135;13;1,7915981462102
1071135;14;2,1288682912244
1071135;15;2,16355210046345
1071135;16;0,947226790252654
1071135;17;0,525041112273883
1071135;18;0,455673493795784
1071135;19;0,560920914934968
1071135;20;0,485573329346689
1071135;21;0,513081178053521
1071135;22;0,542981013604425
1071135;23;0,544177007026461
1071491;0;0,175463194792188
1071491;1;0,242764146219329
1071491;2;0,332899349023535
1071491;3;1,50946419629444
1071491;4;0,438657986980471
1071491;5;1,83755633450175
1071491;6;1,64046069103655
1071491;7;2,42283425137707
1071491;8;0,858087130696044
1071491;9;1,64286429644467
1071491;10;0,74872308462694
1071491;11;0,175463194792188
1071491;12;3,00931397095643
1071491;13;0,376164246369554
1071491;14;1,19819729594392
1071491;15;0,640560841261893
1071491;16;0,495142714071107
1071491;17;0,475913870806209
1071491;18;0,370155232849274
1071491;19;2,24496745117677
1071491;20;1,06479719579369
1071491;21;1,45778668002003
1071491;22;0,438657986980471
1071491;23;0,203104656985478
1072237;0;0,74510326449034
1072237;1;1,42544970019987
1072237;2;0,868221185876083
1072237;3;0,970552964690207
1072237;4;1,46542305129913
1072237;5;1,88514323784144
1072237;6;1,78041305796136
1072237;7;0,739506995336442
1072237;8;1,22798134576949
1072237;9;0,365356429047302
1072237;10;0,768287808127915
1072237;11;0,37255163224517
1072237;12;1,04330446369087
1072237;13;0,364556962025316
1072237;14;0,446902065289807
1072237;15;0,476482345103264
1072237;16;0,437308461025983
1072237;17;0,675549633577615
1072237;18;0,5236508994004
1072237;19;1,86595602931379
1072237;20;1,82598267821452
1072237;21;1,26235842771486
1072237;22;1,45982678214524
1072237;23;1,00413057961359
1072770;0;0,0214818498259572
1072770;1;0,0453505718547986
1072770;2;0,0453505718547986
1072770;3;0,0214818498259572
1072770;4;0,0453505718547986
1072770;5;0,114569865738439
1072770;6;0,756638488314271
1072770;7;2,26991546494281
1072770;8;1,65887618100448
1072770;9;4,97185479860766
1072770;10;2,98597712580806
1072770;11;2,45370462456489
1072770;12;1,53237195425162
1072770;13;1,53237195425162
1072770;14;1,86414719045251
1072770;15;2,36061660865241
1072770;16;0,55375435106912
1072770;17;0,472600696171059
1072770;18;0,0907011437095972
1072770;19;0,0453505718547986
1072770;20;0,0453505718547986
1072770;21;0,0453505718547986
1072770;22;0,0453505718547986
1072770;23;0,0214818498259572
1073090;0;0,353487443207349
1073090;1;4,69718907584003
1073090;2;0,258824704178941
1073090;3;0,34150481801388
1073090;4;0,382245743671676
1073090;5;3,33236806630386
1073090;6;2,25273353637226
1073090;7;0,793249787807679
1073090;8;0,913076039742374
1073090;9;0,807628938039842
1073090;10;1,04728144190923
1073090;11;2,04423585800589
1073090;12;1,46427679864197
1073090;13;0,675820060911678
1073090;14;0,925058664935843
1073090;15;0,638673922811923
1073090;16;0,51405462079984
1073090;17;0,448150182235758
1073090;18;0,353487443207349
1073090;19;0,382245743671676
1073090;20;0,353487443207349
1073090;21;0,285186479604573
1073090;22;0,353487443207349
1073090;23;0,382245743671676
1074237;0;0,234053139615882
1074237;1;0,26987759976117
1074237;2;0,389292466912131
1074237;3;0,518260523435168
1074237;4;1,31236938998905
1074237;5;0,352273858095333
1074237;6;1,21564334759678
1074237;7;1,41864862175341
1074237;8;2,23066971837994
1074237;9;1,65270176136929
1074237;10;1,90347298238631
1074237;11;1,73032142501741
1074237;12;2,36202607224599
1074237;13;2,41337446512091
1074237;14;1,59896507115136
1074237;15;0,790526420539357
1074237;16;0,888446611603145
1074237;17;0,374962682854015
1074237;18;0,321225992636083
1074237;19;0,555279132251965
1074237;20;0,456164792516668
1074237;21;0,296148870534382
1074237;22;0,374962682854015
1074237;23;0,340332371380237
1075178;0;0,0287539936102236
1075178;1;0,0335463258785942
1075178;2;0,023961661341853
1075178;3;0,0287539936102236
1075178;4;0,0898562300319489
1075178;5;0,196485623003195
1075178;6;0,384584664536741
1075178;7;0,607428115015974
1075178;8;1,66533546325879
1075178;9;3,79313099041534
1075178;10;1,21725239616613
1075178;11;4,79952076677316
1075178;12;3,64696485623003
1075178;13;1,47843450479233
1075178;14;1,39576677316294
1075178;15;2,19009584664537
1075178;16;1,39576677316294
1075178;17;0,775159744408946
1075178;18;0,0958466453674122
1075178;19;0,0383386581469649
1075178;20;0,0287539936102236
1075178;21;0,0287539936102236
1075178;22;0,0287539936102236
1075178;23;0,0287539936102236
1075179;0;0,00238568588469185
1075179;1;0,00119284294234592
1075179;2;0,00119284294234592
1075179;3;0,00238568588469185
1075179;4;0,0131212723658052
1075179;5;0,0238568588469185
1075179;6;2,60636182902585
1075179;7;3,56660039761431
1075179;8;3,09065606361829
1075179;9;2,15546719681909
1075179;10;3,63339960238569
1075179;11;1,69025844930417
1075179;12;1,75705765407555
1075179;13;2,70536779324056
1075179;14;1,86560636182903
1075179;15;0,532007952286282
1075179;16;0,0345924453280318
1075179;17;0,137176938369781
1075179;18;0,121669980119284
1075179;19;0
1075179;20;0,00238568588469185
1075179;21;0,0345924453280318
1075179;22;0,00119284294234592
1075179;23;0,0214711729622266
1075227;0;0,0515072868836095
1075227;1;2,41485326412458
1075227;2;3,71690956278698
1075227;3;0,446795767618287
1075227;4;0,79776402475544
1075227;5;0,838490716709922
1075227;6;0,822918746256738
1075227;7;1,40147734078658
1075227;8;2,15252545418247
1075227;9;2,67358754242364
1075227;10;2,08305050908365
1075227;11;1,3691355559992
1075227;12;0,979836294669595
1075227;13;0,576162906767818
1075227;14;0,524655619884208
1075227;15;0,4647634258335
1075227;16;0,397684168496706
1075227;17;0,41325613894989
1075227;18;0,382112198043522
1075227;19;0,543821121980435
1075227;20;0,228788181273707
1075227;21;0,523457776003194
1075227;22;0,13775204631663
1075227;23;0,0586943501696945
1077705;0;0
1077705;1;0
1077705;2;0,350024888003982
1077705;3;0,606869089099054
1077705;4;0,0453957192633151
1077705;5;0,585365853658537
1077705;6;2,47884519661523
1077705;7;1,14086610253858
1077705;8;0,36794425087108
1077705;9;1,23763066202091
1077705;10;3,37242409158785
1077705;11;3,38556495769039
1077705;12;1,8337481333997
1077705;13;0,959283225485316
1077705;14;2,7655550024888
1077705;15;2,06311597809856
1077705;16;2,41314086610254
1077705;17;0,359581881533101
1077705;18;0
1077705;19;0,0346441015430562
1077705;20;0
1077705;21;0
1077705;22;0
1077705;23;0
1077721;0;0,549297886162611
1077721;1;0,549297886162611
1077721;2;0,606866223577033
1077721;3;0,825146169606716
1077721;4;0,560091949427815
1077721;5;1,12138323921843
1077721;6;1,73424616460946
1077721;7;1,21852980860527
1077721;8;1,76662835440508
1077721;9;2,15041727050122
1077721;10;1,2916895707361
1077721;11;1,69946529408825
1077721;12;2,06766278546799
1077721;13;1,69946529408825
1077721;14;0,839538253960322
1077721;15;0,745989705661886
1077721;16;0,745989705661886
1077721;17;0,484533506571386
1077721;18;0,567287991604618
1077721;19;0,745989705661886
1077721;20;0,554095247613812
1077721;21;0,666833241717056
1077721;22;0,366998151016941
1077721;23;0,44255659387337
1079045;0;0
1079045;1;0,00720648583725353
1079045;2;0
1079045;3;0,0300270243218897
1079045;4;0
1079045;5;0,00720648583725353
1079045;6;4,46201581423281
1079045;7;5,22109898909018
1079045;8;0,445601040936843
1079045;9;2,03222900610549
1079045;10;0,741066960264238
1079045;11;1,90011009908918
1079045;12;1,60104093684316
1079045;13;0,546491842658393
1079045;14;0,00360324291862676
1079045;15;2,94505054549094
1079045;16;0,201781603443099
1079045;17;1,96496847162446
1079045;18;0
1079045;19;0
1079045;20;1,89050145130618
1079045;21;0
1079045;22;0
1079045;23;0
1080173;0;0,111066878980892
1080173;1;0
1080173;2;0,111066878980892
1080173;3;0,0513535031847134
1080173;4;0,111066878980892
1080173;5;0,503980891719745
1080173;6;0,438296178343949
1080173;7;1,06648089171975
1080173;8;1,53343949044586
1080173;9;1,97890127388535
1080173;10;2,19028662420382
1080173;11;2,3515127388535
1080173;12;3,43949044585987
1080173;13;2,20342356687898
1080173;14;2,05772292993631
1080173;15;2,19028662420382
1080173;16;2,10668789808917
1080173;17;0,999601910828025
1080173;18;0,111066878980892
1080173;19;0,333200636942675
1080173;20;0,111066878980892
1080173;21;0
1080173;22;0
1080173;23;0
1080373;0;0,043083674079984
1080373;1;0
1080373;2;0,043083674079984
1080373;3;0
1080373;4;0,326717861773212
1080373;5;0,465543033808716
1080373;6;1,41577740101725
1080373;7;0,925102223995213
1080373;8;2,45098234766131
1080373;9;1,04238555899072
1080373;10;6,08556896379775
1080373;11;1,96988132043483
1080373;12;1,63239254014162
1080373;13;1,31165852199063
1080373;14;1,57494764136831
1080373;15;0,473920414879824
1080373;16;0,552907150693129
1080373;17;0,345866161364316
1080373;18;0,982547122768525
1080373;19;0,728832153186397
1080373;20;0,3889498354443
1080373;21;0,598384362222001
1080373;22;0,511020245337588
1080373;23;0,130447790964396
1080638;0;1,16909562786983
1080638;1;0,555799560790577
1080638;2;0,534238370932322
1080638;3;0,625274505889399
1080638;4;0,999001796765821
1080638;5;0,577360750648832
1080638;6;1,2170093831104
1080638;7;0,730684767418646
1080638;8;1,26492313835097
1080638;9;1,08045518067479
1080638;10;0,960670792573368
1080638;11;2,56099021760831
1080638;12;0,675583948891994
1080638;13;0,675583948891994
1080638;14;1,08045518067479
1080638;15;1,42303853064484
1080638;16;0,577360750648832
1080638;17;0,649231383509683
1080638;18;1,08045518067479
1080638;19;1,2170093831104
1080638;20;1,26492313835097
1080638;21;1,94769415052905
1080638;22;0,577360750648832
1080638;23;0,555799560790577
1080774;0;0,62374151252634
1080774;1;1,3967956651169
1080774;2;1,67053550523464
1080774;3;0,27614810850587
1080774;4;0,0288992206575911
1080774;5;0,0561929290564271
1080774;6;0,102752784560324
1080774;7;0,182225641368699
1080774;8;0,350001672408603
1080774;9;0,510552898284109
1080774;10;2,07592735057029
1080774;11;0,889453791350303
1080774;12;1,40803425092819
1080774;13;0,793925811954377
1080774;14;0,223968960096331
1080774;15;0,342776867244205
1080774;16;0,0433488309863866
1080774;17;0,0104358296819079
1080774;18;0,00883031742315282
1080774;19;2,21881794159949
1080774;20;5,25805264742282
1080774;21;4,67364618523598
1080774;22;0,311469378198481
1080774;23;0,543465899588587
1082985;0;0,706445819197765
1082985;1;0,275394132907603
1082985;2;0,15924965076831
1082985;3;0,359209738575135
1082985;4;0,702853721812014
1082985;5;0,688485332269008
1082985;6;0,597485531829974
1082985;7;0,584314508082219
1082985;8;0,845340251446817
1082985;9;0,795050888046298
1082985;10;0,580722410696468
1082985;11;0,368788664937138
1082985;12;0,943524246657354
1082985;13;1,02015565755338
1082985;14;0,167631211335063
1082985;15;1,02015565755338
1082985;16;1,08122131311116
1082985;17;2,23667930552784
1082985;18;2,32528437437637
1082985;19;1,98762722011575
1082985;20;2,19117940530832
1082985;21;1,76731191378966
1082985;22;1,76731191378966
1082985;23;0,828577130313311
1083428;0;0,0865427956127611
1083428;1;0,0396654479891821
1083428;2;0,015625782541193
1083428;3;0,00841388290679621
1083428;4;0,112986427605549
1083428;5;0,823358541593629
1083428;6;2,69725046326439
1083428;7;1,9928882656383
1083428;8;2,24169880302499
1083428;9;1,70922021335203
1083428;10;1,14308609205189
1083428;11;2,40516852807132
1083428;12;2,53017478840086
1083428;13;2,56022437021085
1083428;14;1,09380477788351
1083428;15;0,372614814443832
1083428;16;1,18154955676867
1083428;17;0,215155005759503
1083428;18;0,358191015175039
1083428;19;0,656282866730105
1083428;20;0,798116892873241
1083428;21;0,4435318275154
1083428;22;0,364200931537036
1083428;23;0,150247909049932
1083432;0;0
1083432;1;0,00599640215870478
1083432;2;0
1083432;3;0
1083432;4;0
1083432;5;0,00599640215870478
1083432;6;0,189486308215071
1083432;7;0,503697781331201
1083432;8;0,719568259044573
1083432;9;1,15010993403958
1083432;10;2,55566660003998
1083432;11;2,55326803917649
1083432;12;1,36957825304817
1083432;13;2,02678392964221
1083432;14;2,19228462922247
1083432;15;1,69938037177693
1083432;16;4,4421347191685
1083432;17;2,1083349990006
1083432;18;2,4657205676594
1083432;19;0
1083432;20;0
1083432;21;0,0119928043174096
1083432;22;0
1083432;23;0
1085139;0;0
1085139;1;0
1085139;2;0
1085139;3;0
1085139;4;0
1085139;5;0
1085139;6;0,597694265608624
1085139;7;2,4207216649199
1085139;8;2,16679143584369
1085139;9;2,24105405000749
1085139;10;2,69740979188501
1085139;11;2,79562808803713
1085139;12;2,27339422069172
1085139;13;0,922293756550382
1085139;14;1,6385686480012
1085139;15;2,73454109896691
1085139;16;0,800119778409942
1085139;17;2,59440035933523
1085139;18;0
1085139;19;0
1085139;20;0
1085139;21;0,117382841742776
